,age,height_cm,weight_kgs,positions,overall_rating,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_rating,club_position,national_team,national_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,interceptions,vision,penalties,marking,standing_tackle,sliding_tackle,tags
9522,25,182.88,77.1,CM,64,550000.0,4000.0,Right,1,3,3,High/ Medium,Normal,1000000.0,63.0,LCM,0,,64,59,52,65,42,65,61,54,62,66,74,72,77,58,78,63,86,77,70,67,60,63,56,57,58,57,0.0
9523,22,185.42,68.0,CB,64,525000.0,3000.0,Right,1,3,2,Medium/ Medium,Lean,866000.0,64.0,CB,0,,26,19,64,57,24,30,27,25,41,49,55,54,45,61,59,36,69,70,68,23,59,23,31,61,66,65,0.0
9524,25,175.26,68.0,RB,64,475000.0,2000.0,Right,1,2,2,High/ Medium,Lean,629000.0,68.0,SUB,0,,69,27,44,65,28,53,48,37,62,59,68,69,61,56,72,34,73,67,60,26,60,36,35,61,67,66,0.0
9525,25,181.0,69.9,CDM,64,450000.0,5000.0,Right,1,3,2,Medium/ Medium,Normal,,69.0,SUB,0,,57,28,49,70,32,56,62,35,71,70,50,54,67,52,72,63,60,55,52,58,63,60,45,57,62,61,0.0
9526,24,185.42,73.0,"ST,RM",64,625000.0,3000.0,Right,1,3,3,Medium/ Medium,Lean,,61.0,SUB,0,,55,63,64,60,47,65,48,41,47,66,66,68,69,63,59,65,64,67,66,58,24,53,60,50,25,23,0.0
9527,25,178.5,77.1,"LWB,LB",64,500000.0,4000.0,Left,1,2,4,High/ Medium,Lean,913000.0,65.0,LWB,0,,65,50,56,60,62,61,64,64,59,61,73,74,76,56,71,70,75,77,69,64,62,54,55,59,60,58,0.0
9528,20,185.42,77.1,"LW,ST",64,700000.0,2000.0,Left,1,2,3,Medium/ Medium,Lean,1600000.0,71.0,RES,0,,58,70,48,55,55,68,54,45,50,69,72,74,55,58,57,72,41,60,70,47,21,54,62,21,33,32,0.0
9529,26,190.5,84.8,"LB,CB",64,450000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,821000.0,67.0,SUB,0,,45,38,74,63,32,41,35,35,51,56,63,67,52,64,49,40,75,75,89,37,59,29,37,66,63,65,1.0
9530,26,178.5,76.2,"ST,CAM",64,550000.0,2000.0,Right,1,3,3,Medium/ Medium,Normal,839000.0,65.0,RES,0,,48,63,50,64,66,64,62,66,50,65,72,69,72,62,74,69,54,72,60,70,36,63,61,31,34,35,0.0
9531,24,178.5,79.8,"LM,LW",64,600000.0,3000.0,Left,1,2,3,Medium/ Medium,Normal,,62.0,SUB,0,,62,59,33,56,56,66,61,45,53,62,87,85,82,54,81,63,80,67,63,63,39,50,59,46,30,27,0.0
9532,23,187.96,77.1,CB,64,575000.0,1000.0,Right,1,4,2,Low/ Medium,Normal,1400000.0,71.0,RES,0,,31,29,60,48,41,40,30,37,45,44,60,63,56,56,57,65,73,67,66,46,63,42,41,68,66,63,0.0
9533,24,172.72,69.9,"CM,LWB,LB",64,600000.0,1000.0,Left,1,3,3,Medium/ Medium,Normal,795000.0,63.0,RCM,0,,55,55,46,61,45,64,62,35,62,64,77,82,76,63,82,78,89,83,74,65,64,60,40,64,61,59,0.0
9534,34,185.42,72.1,"CDM,CM",64,180000.0,7000.0,Right,1,3,2,Medium/ Medium,Lean,333000.0,67.0,SUB,0,,52,51,60,64,50,56,49,53,62,62,51,52,63,64,58,59,65,66,73,54,55,62,40,64,63,62,0.0
9535,30,187.96,78.9,"RB,ST,RM",64,350000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,438000.0,64.0,SUB,0,,62,58,54,60,43,59,55,32,57,61,75,77,62,61,68,53,56,73,76,48,60,58,60,61,61,55,0.0
9536,22,187.96,83.0,"CB,CDM,CM",64,550000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,1300000.0,68.0,CB,0,,33,31,65,62,35,46,38,38,66,46,68,67,52,47,52,52,57,62,67,30,55,47,41,67,74,71,0.0
9537,23,187.96,74.8,CB,64,600000.0,5000.0,Left,1,3,2,Medium/ Medium,Normal,,68.0,SUB,0,,42,25,64,53,37,39,36,36,44,51,58,62,49,62,61,50,66,60,59,32,65,36,46,64,68,67,0.0
9538,21,172.72,64.9,RM,64,725000.0,1000.0,Left,1,3,3,Medium/ Medium,Lean,1300000.0,67.0,SUB,0,,65,56,36,61,51,69,60,52,57,66,79,77,71,45,73,61,61,56,36,63,18,52,54,23,22,27,0.0
9539,20,185.42,79.8,CB,64,875000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,1900000.0,71.0,SUB,0,,42,29,69,64,29,43,35,35,48,50,54,50,46,57,52,45,72,66,68,20,64,37,38,65,63,62,0.0
9540,25,187.96,79.8,"CDM,CB",64,500000.0,1000.0,Right,1,2,2,Medium/ High,Normal,763000.0,64.0,RES,0,,43,36,57,61,38,54,33,32,60,60,50,61,53,55,57,42,75,82,77,33,57,64,40,60,65,58,0.0
9541,25,181.0,76.2,LB,64,500000.0,2000.0,Left,1,3,2,High/ Medium,Normal,,65.0,LB,0,,61,54,63,62,44,62,50,37,59,60,73,77,68,58,65,58,70,76,70,42,60,48,38,55,63,61,0.0
9542,27,190.5,82.1,CB,64,475000.0,1000.0,Left,1,3,2,Low/ High,Normal,867000.0,63.0,SUB,0,,49,25,62,54,31,43,30,28,52,51,66,66,60,61,69,33,72,67,79,30,62,25,41,62,63,61,0.0
9543,31,185.42,83.9,CB,64,300000.0,2000.0,Left,1,2,2,Low/ Medium,Normal,525000.0,65.0,LCB,0,,62,26,71,64,11,18,54,34,63,55,49,54,49,57,58,44,77,66,78,22,56,52,34,61,64,62,0.0
9544,20,175.26,63.0,ST,64,750000.0,5000.0,Left,1,3,2,High/ Low,Lean,,70.0,RES,0,,53,68,63,64,57,63,62,36,59,64,74,75,70,51,77,68,64,66,63,63,18,53,66,22,15,17,0.0
9545,25,178.5,74.8,"CAM,RM,ST",64,575000.0,2000.0,Right,1,3,3,Medium/ Medium,Lean,934000.0,68.0,SUB,0,,59,58,61,66,52,68,65,56,64,65,64,66,71,60,68,62,56,61,62,61,30,62,58,47,53,51,0.0
9547,29,187.96,78.0,"CM,CDM,RM",64,450000.0,2000.0,Right,1,4,2,High/ High,Lean,653000.0,67.0,SUB,0,,48,54,72,64,51,59,44,48,62,65,63,74,65,68,66,71,72,84,72,66,60,56,57,55,57,50,0.0
9548,34,182.88,71.2,CB,64,180000.0,2000.0,Right,2,4,2,Low/ Medium,Normal,315000.0,62.0,SUB,0,,43,35,64,55,42,45,44,42,53,46,40,37,42,58,57,55,75,60,74,43,63,45,51,64,65,61,0.0
9549,19,185.42,71.2,ST,64,975000.0,2000.0,Right,1,3,2,High/ Medium,Lean,2100000.0,72.0,RES,0,,30,66,67,52,46,65,45,33,41,61,65,68,61,55,57,62,71,68,78,48,18,39,53,22,22,18,0.0
9550,27,185.42,79.8,CB,64,450000.0,2000.0,Right,1,3,2,Medium/ High,Normal,596000.0,65.0,SUB,0,,29,24,69,56,23,38,24,26,33,44,65,68,60,53,67,39,76,69,69,21,60,25,31,62,67,64,0.0
9551,24,185.42,78.9,CB,64,500000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,663000.0,64.0,LCB,0,,48,25,68,62,34,42,50,22,60,55,63,67,62,46,60,48,70,55,72,33,54,33,39,63,67,64,0.0
9552,28,165.1,60.8,"LM,CAM",64,475000.0,3000.0,Right,1,3,4,High/ Medium,Lean,,62.0,LW,0,,54,53,35,58,52,67,57,50,50,61,84,78,87,60,87,62,41,72,43,53,48,60,58,32,36,25,0.0
9553,28,178.5,68.0,CB,64,425000.0,3000.0,Right,1,2,2,Medium/ Medium,Lean,563000.0,67.0,SUB,0,,51,22,56,64,64,36,61,28,48,35,62,61,53,66,73,24,62,58,68,34,70,31,46,68,65,63,0.0
9555,34,190.5,86.2,CB,64,180000.0,2000.0,Right,1,3,2,Medium/ High,Normal,315000.0,64.0,SUB,0,,23,22,64,49,23,34,22,31,55,42,50,46,63,60,54,31,67,72,81,27,60,30,21,63,64,61,0.0
9556,22,193.04,82.1,"ST,CAM",64,625000.0,4000.0,Right,1,2,3,Medium/ Medium,Normal,953000.0,64.0,RF,0,,32,66,69,54,44,63,42,31,52,64,50,62,50,57,43,62,72,58,87,61,18,53,53,21,25,23,0.0
9557,23,182.88,74.8,CM,64,650000.0,2000.0,Right,1,3,3,High/ Medium,Normal,1100000.0,69.0,SUB,0,,51,37,45,71,40,65,50,44,68,66,71,71,81,58,82,52,76,68,52,50,54,60,43,63,59,58,0.0
9558,21,172.72,64.0,"LM,CDM",64,650000.0,4000.0,Right,1,3,3,Medium/ Medium,Lean,1400000.0,75.0,RES,0,,63,58,50,67,57,63,64,51,61,64,62,66,75,59,73,65,71,69,49,60,61,59,55,54,62,58,0.0
9560,21,181.0,69.9,LB,64,675000.0,2000.0,Left,1,2,2,Medium/ Medium,Normal,1200000.0,69.0,RES,0,,65,31,55,65,30,62,36,35,60,41,74,73,50,59,68,36,57,75,48,33,56,43,50,57,69,66,0.0
9561,32,187.96,78.0,ST,64,400000.0,4000.0,Right,1,3,2,High/ Medium,Normal,700000.0,63.0,SUB,0,,54,65,57,54,62,55,37,36,26,58,76,71,64,63,74,64,64,73,71,62,21,59,67,31,21,12,0.0
9562,19,182.88,74.8,"CM,CDM",64,925000.0,2000.0,Right,1,2,3,Medium/ Medium,Lean,2200000.0,76.0,SUB,0,,47,58,45,69,50,63,55,52,67,66,65,66,66,62,64,59,50,60,63,56,55,57,52,56,65,64,0.0
9563,35,181.0,73.9,ST,64,240000.0,5000.0,Right,1,4,2,Medium/ Medium,Normal,456000.0,70.0,SUB,0,,42,62,67,55,61,66,50,43,49,62,70,67,66,67,63,55,71,70,55,54,38,53,65,26,36,44,0.0
9564,25,190.5,83.0,CB,64,525000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,919000.0,67.0,SUB,0,,31,19,70,31,29,30,28,31,24,33,63,67,44,65,54,38,65,57,75,27,63,33,38,65,64,65,0.0
9565,21,185.42,78.0,CB,64,775000.0,8000.0,Right,1,2,2,Medium/ High,Lean,,66.0,SUB,0,,30,29,65,50,34,38,42,37,44,43,49,56,43,61,58,52,66,60,69,30,61,32,42,65,66,64,0.0
9566,26,175.26,59.9,"LB,CDM",64,450000.0,4000.0,Left,1,3,2,Medium/ High,Lean,1000000.0,66.0,LB,0,,58,65,57,59,48,57,45,38,60,54,82,81,92,58,81,52,78,67,62,53,64,62,31,63,64,61,1.0
9567,26,181.0,69.9,"CM,CAM,CDM",64,550000.0,4000.0,Right,1,3,3,Medium/ Medium,Lean,1000000.0,63.0,CAM,0,,62,54,47,65,34,63,61,66,63,63,66,70,71,59,70,58,59,69,69,52,64,66,62,42,60,51,0.0
9568,29,178.5,73.9,"CDM,CB,CM",64,375000.0,6000.0,Right,1,3,2,High/ High,Normal,619000.0,65.0,LCB,0,,47,33,56,65,33,58,44,35,58,59,64,70,70,57,78,55,68,86,65,44,64,53,36,58,63,57,1.0
9569,32,187.96,79.8,ST,64,400000.0,5000.0,Right,1,3,2,Medium/ Low,Lean,860000.0,66.0,SUB,0,,37,60,72,56,57,57,63,67,48,61,45,58,55,64,60,72,68,63,74,47,11,44,48,21,34,24,0.0
9570,19,181.0,77.1,RW,64,800000.0,4000.0,Right,1,3,3,Medium/ Medium,Lean,2000000.0,75.0,RES,0,,62,64,49,65,57,69,51,50,54,65,67,68,69,57,65,68,53,49,58,56,18,58,64,35,36,30,0.0
9571,24,178.5,69.9,RB,64,500000.0,1000.0,Right,1,3,3,Medium/ Medium,Lean,713000.0,67.0,RB,0,,70,47,48,58,23,64,67,32,51,63,73,72,64,55,71,58,59,69,59,47,54,42,40,60,63,65,0.0
9572,25,182.88,73.0,CM,64,550000.0,3000.0,Right,1,3,2,Low/ Medium,Lean,,65.0,SUB,0,,46,48,60,66,47,56,58,58,67,64,59,53,63,64,64,60,58,73,67,54,66,63,41,59,62,51,0.0
9573,29,195.58,84.8,ST,64,475000.0,1000.0,Right,1,3,2,Medium/ Low,Normal,594000.0,62.0,ST,0,,34,64,67,52,51,56,44,45,45,59,50,60,51,56,52,71,63,69,86,58,34,56,67,29,36,40,1.0
9574,21,178.5,73.0,CAM,64,700000.0,3000.0,Left,1,3,2,High/ Medium,Normal,,65.0,SUB,0,,64,53,46,65,68,62,65,65,64,64,77,64,72,62,73,73,78,59,57,60,22,64,48,21,53,49,0.0
9576,30,182.88,73.9,CB,64,325000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,406000.0,64.0,LCB,0,,29,47,64,60,31,32,32,31,34,61,42,51,43,55,54,37,71,65,78,31,59,32,30,60,68,65,0.0
9577,23,190.5,83.0,CB,64,550000.0,2000.0,Right,1,2,2,Medium/ High,Normal,,65.0,SUB,0,,35,38,61,40,41,35,48,38,36,41,62,71,33,53,48,51,71,61,80,47,61,42,45,63,64,64,0.0
9578,24,193.04,82.1,CB,64,525000.0,2000.0,Right,1,3,2,Medium/ Medium,Lean,1000000.0,65.0,SUB,0,,29,27,64,50,32,58,25,29,48,52,45,42,45,52,50,44,66,64,74,19,62,54,30,66,65,61,0.0
9579,26,187.96,78.0,ST,64,550000.0,8000.0,Right,1,3,2,Medium/ Medium,Normal,1100000.0,67.0,SUB,0,,52,64,64,57,57,60,53,36,52,62,67,75,65,56,66,62,72,61,79,60,43,58,58,26,22,20,0.0
9580,18,170.18,64.9,CAM,64,925000.0,3000.0,Left,1,2,3,Medium/ Medium,Normal,2900000.0,77.0,RES,0,,63,59,21,67,42,69,58,68,62,68,57,61,63,51,79,54,47,45,34,32,18,66,46,15,13,15,0.0
9581,25,181.0,71.2,LB,64,500000.0,1000.0,Left,1,2,2,Medium/ Medium,Lean,913000.0,65.0,LB,0,,66,33,44,64,35,58,63,31,63,57,84,79,69,47,66,47,57,69,68,35,58,33,34,54,67,63,0.0
9582,22,175.26,66.2,"CDM,CM",64,775000.0,5000.0,Right,1,3,2,Medium/ Medium,Lean,1800000.0,72.0,SUB,0,,43,31,49,66,38,56,31,39,61,63,69,66,63,58,71,52,66,70,72,47,60,56,40,64,65,61,0.0
9583,22,181.0,71.2,RB,64,525000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,1000000.0,63.0,RB,0,,60,38,58,62,33,61,41,33,57,61,71,70,70,63,70,60,67,78,69,52,61,58,39,59,62,60,0.0
9584,21,172.72,66.2,CAM,64,775000.0,1000.0,Right,1,4,3,High/ High,Lean,1200000.0,65.0,SUB,0,,60,57,42,64,52,68,57,42,63,68,84,75,77,49,85,55,75,55,44,62,32,64,54,29,46,48,0.0
9585,29,187.96,84.8,CB,64,400000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,610000.0,62.0,RCB,0,,30,26,63,48,31,38,25,27,29,52,42,42,44,51,45,44,71,63,82,18,59,35,40,64,65,62,0.0
9586,32,181.0,79.8,"CAM,LM,RM",64,400000.0,3000.0,Right,1,4,3,High/ Medium,Normal,700000.0,63.0,CAM,0,,62,59,49,64,59,63,61,58,63,62,71,73,72,55,66,64,68,75,66,62,50,65,61,48,52,46,0.0
9587,26,178.5,72.1,"LB,LM",64,475000.0,2000.0,Left,1,2,3,Medium/ Medium,Normal,677000.0,65.0,SUB,0,,65,36,39,61,37,65,57,30,54,63,73,74,72,56,72,56,74,69,66,44,62,51,56,59,65,65,0.0
9588,25,182.88,83.9,ST,64,550000.0,4000.0,Right,1,3,2,High/ Low,Stocky,1000000.0,64.0,SUB,0,,44,65,64,56,55,57,53,64,42,58,64,64,61,55,62,74,66,67,73,63,22,32,67,37,14,13,0.0
9589,31,182.88,72.1,CB,64,325000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,569000.0,65.0,SUB,0,,33,22,49,51,19,38,27,37,49,36,61,59,61,56,60,21,77,61,76,11,62,53,33,66,69,64,0.0
9590,31,178.5,71.2,"LB,RB",64,325000.0,2000.0,Right,1,3,2,Medium/ Medium,Lean,569000.0,65.0,SUB,0,,65,35,52,61,30,52,45,47,56,62,60,55,62,59,65,29,45,72,68,39,65,59,43,67,66,64,0.0
9591,20,193.04,79.8,ST,64,875000.0,5000.0,Right,1,4,2,Medium/ Medium,Normal,2000000.0,78.0,RES,0,,42,65,67,54,51,60,51,34,37,62,65,66,54,59,40,67,60,62,78,60,13,55,64,20,20,18,0.0
9592,22,181.0,74.8,"CB,RB",64,650000.0,2000.0,Right,1,3,2,Medium/ Medium,Lean,,67.0,LCB,0,,26,16,61,57,26,22,23,22,27,56,67,51,43,61,66,35,59,67,66,24,66,31,35,60,65,70,0.0
9593,29,170.18,68.0,CM,64,425000.0,3000.0,Right,1,3,2,Medium/ High,Normal,638000.0,69.0,SUB,0,,54,52,56,70,41,57,48,39,65,66,60,56,54,66,62,54,62,53,64,41,65,59,54,66,62,64,0.0
9594,23,175.26,68.9,ST,64,,,Right,1,3,2,Medium/ Low,Normal,,67.0,SUB,0,,29,70,72,57,56,63,49,29,49,49,68,63,58,60,75,66,69,77,46,65,12,55,68,20,20,19,0.0
9595,28,182.88,72.1,"CM,CDM,LM,LB",64,475000.0,4000.0,Right,1,3,2,High/ High,Lean,1000000.0,62.0,RCM,0,,73,59,45,64,48,62,72,69,58,66,69,66,73,59,53,70,53,73,57,68,65,63,57,66,64,57,0.0
9596,27,182.88,73.9,RB,64,425000.0,2000.0,Right,1,3,2,High/ High,Normal,606000.0,67.0,SUB,0,,66,38,42,60,42,55,29,33,58,57,77,76,65,53,71,39,66,75,63,39,60,59,39,53,64,69,0.0
9597,37,187.96,81.2,CB,64,60000.0,2000.0,Right,1,2,2,Medium/ High,Normal,129000.0,64.0,SUB,0,,39,46,70,68,44,49,33,31,64,56,44,37,39,59,65,60,66,34,76,51,62,57,26,53,67,67,0.0
9598,25,172.72,69.9,CM,64,550000.0,3000.0,Right,1,3,3,High/ High,Lean,1000000.0,65.0,RES,0,,57,48,47,68,47,64,45,56,65,66,75,73,79,56,79,58,83,79,61,57,54,64,49,54,54,53,0.0
9599,32,182.88,78.0,"CM,CB,LB",64,350000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,438000.0,68.0,SUB,0,,57,40,52,63,50,62,52,60,61,64,68,66,62,67,72,75,66,74,73,59,63,64,45,61,64,62,0.0
9600,25,175.26,64.0,LM,64,575000.0,5000.0,Left,1,2,3,Medium/ Medium,Lean,,65.0,RM,0,,60,67,49,62,59,75,61,60,43,68,72,69,64,51,79,70,39,48,39,52,20,58,67,21,26,28,0.0
9601,20,195.58,79.8,ST,64,725000.0,6000.0,Right,1,3,3,Medium/ Medium,Normal,1500000.0,74.0,SUB,0,,22,66,69,60,57,64,51,70,40,69,54,54,58,56,37,68,70,54,74,64,24,59,55,50,17,18,0.0
9602,22,175.26,71.2,"RM,CAM,LM",64,675000.0,2000.0,Right,1,3,3,Medium/ Medium,Lean,1200000.0,69.0,SUB,0,,59,54,42,62,56,70,56,53,53,65,84,82,75,57,79,63,65,53,56,44,49,62,49,32,38,37,0.0
9603,26,178.5,71.2,"RB,CDM,RM",64,475000.0,4000.0,Right,1,3,2,Medium/ Medium,Lean,1100000.0,67.0,RB,0,,64,58,54,65,52,62,32,32,59,57,76,81,69,58,67,55,52,67,70,18,57,63,28,65,60,63,0.0
9604,33,182.88,73.0,"CF,ST",64,350000.0,2000.0,Left,2,3,2,High/ Medium,Lean,438000.0,66.0,RES,0,,38,63,60,61,68,61,42,37,36,64,75,63,69,60,60,66,67,61,64,63,56,65,65,30,31,27,0.0
9605,21,170.18,67.1,"CM,CDM",64,725000.0,8000.0,Right,1,4,2,Low/ Low,Normal,,70.0,SUB,0,,59,58,48,66,66,65,54,48,66,67,73,75,68,59,64,68,54,58,47,68,58,64,45,56,59,49,0.0
9606,24,178.5,74.8,"LB,RB",64,475000.0,2000.0,Left,1,3,2,High/ Medium,Normal,724000.0,67.0,SUB,0,,65,31,53,62,35,66,40,43,56,59,68,63,58,62,63,65,63,72,68,55,57,51,45,62,63,63,0.0
9607,28,181.0,74.8,ST,64,475000.0,5000.0,Left,1,1,2,High/ High,Normal,,62.0,SUB,0,,38,67,58,44,67,50,43,60,46,57,68,70,74,67,67,67,72,82,69,64,40,59,67,32,38,22,0.0
9608,23,181.0,76.2,"LB,LWB",64,575000.0,2000.0,Left,1,3,2,Medium/ Medium,Normal,949000.0,66.0,SUB,0,,65,45,48,65,40,63,40,49,60,63,69,77,71,58,73,59,70,82,58,55,61,60,46,52,60,61,0.0
9609,19,172.72,63.0,"CDM,CM",64,725000.0,2000.0,Right,1,2,3,Medium/ Medium,Lean,1900000.0,73.0,SUB,0,,46,37,58,66,38,63,44,45,63,66,59,55,56,57,64,53,63,65,57,32,65,58,46,60,63,61,0.0
9610,25,182.88,79.8,LM,64,550000.0,1000.0,Right,1,3,4,Medium/ Medium,Normal,784000.0,65.0,LM,0,,61,58,54,63,48,66,56,42,57,68,62,70,68,57,69,57,63,61,69,48,28,63,48,34,29,35,0.0
9612,22,185.42,82.1,CB,64,600000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,870000.0,63.0,LCB,0,,35,36,64,60,35,42,28,26,56,47,62,63,59,55,72,39,85,55,73,32,62,38,37,63,63,60,0.0
9613,25,181.0,73.0,"LM,RM",64,550000.0,4000.0,Left,1,3,2,High/ Low,Lean,1200000.0,67.0,LM,0,,53,57,42,62,45,68,57,34,53,65,76,72,73,62,64,66,46,74,71,52,41,59,46,56,44,40,0.0
9615,25,185.42,86.2,CB,64,550000.0,6000.0,Left,1,3,2,Low/ Medium,Lean,1000000.0,72.0,SUB,0,,42,22,66,51,28,27,26,21,39,48,37,53,32,56,52,39,70,64,85,17,61,35,55,58,66,57,0.0
9616,19,190.5,81.2,"CB,CDM",64,850000.0,9000.0,Right,1,2,2,Medium/ Medium,Normal,2300000.0,86.0,RES,0,,46,40,58,69,35,59,47,41,64,65,66,63,57,61,55,52,67,55,74,41,55,45,46,60,64,68,0.0
9617,27,182.88,83.0,CB,64,450000.0,2000.0,Right,1,4,2,Medium/ Medium,Normal,686000.0,66.0,SUB,0,,23,31,63,48,27,44,26,26,40,47,63,51,55,66,67,44,80,67,74,30,65,36,37,58,63,61,0.0
9618,28,185.42,77.1,CB,64,375000.0,3000.0,Right,1,2,2,Medium/ Medium,Normal,656000.0,63.0,SUB,0,,34,25,63,58,25,30,33,30,56,48,60,67,65,53,63,51,77,75,82,20,60,41,35,62,63,62,0.0
9620,21,178.5,73.0,"LB,LWB",64,625000.0,4000.0,Left,1,3,2,High/ High,Normal,,68.0,SUB,0,,53,49,56,45,39,60,37,32,48,59,81,82,76,60,69,68,63,73,68,47,63,59,47,67,65,60,0.0
9621,28,187.96,86.2,CB,64,400000.0,2000.0,Right,1,3,2,Medium/ High,Normal,570000.0,65.0,SUB,0,,34,48,72,57,48,40,29,21,55,48,52,57,52,55,46,49,67,73,79,34,56,53,33,58,65,66,0.0
9622,24,175.26,77.1,LB,64,525000.0,6000.0,Left,1,3,3,High/ Medium,Normal,,66.0,RES,0,,61,50,54,55,48,67,48,47,50,67,75,77,75,59,84,64,71,81,73,65,58,55,45,59,58,60,0.0
9623,18,181.0,67.1,"CM,CDM",64,925000.0,3000.0,Right,1,4,2,Medium/ Medium,Normal,2500000.0,80.0,RES,0,,49,53,58,72,55,62,59,46,72,67,63,66,61,55,69,64,60,57,48,55,56,64,49,58,55,47,0.0
9624,20,185.42,73.9,"RB,LB",64,575000.0,1000.0,Right,1,4,2,High/ Medium,Normal,978000.0,69.0,SUB,0,,57,47,52,64,44,63,55,32,61,60,81,85,80,63,70,54,75,75,67,38,60,43,41,52,61,59,0.0
9625,22,182.88,78.0,"CB,CDM",64,725000.0,3000.0,Right,1,3,2,Medium/ High,Lean,1600000.0,71.0,SUB,0,,30,29,64,49,43,46,40,39,47,50,59,53,56,63,70,48,80,50,72,50,62,40,45,53,67,66,0.0
9626,23,178.5,77.1,"CM,CAM",64,675000.0,3000.0,Right,1,3,3,High/ Medium,Stocky,,67.0,SUB,0,,62,59,42,69,55,70,58,51,65,68,65,69,59,56,57,70,61,73,75,62,54,56,54,45,55,56,0.0
9627,23,175.26,64.9,"RW,RM,LW,LM",64,675000.0,2000.0,Right,1,2,3,Medium/ Medium,Lean,1300000.0,67.0,SUB,0,,63,60,47,62,47,67,51,46,51,65,75,75,74,56,79,59,49,53,37,54,23,51,61,32,35,32,0.0
9628,23,175.26,68.9,"RM,LM",64,625000.0,2000.0,Right,1,3,3,High/ Medium,Normal,1200000.0,63.0,SUB,0,,58,58,49,58,51,66,53,56,48,59,90,92,86,53,78,54,35,56,62,52,31,62,55,32,25,20,1.0
9629,29,178.5,73.0,"RM,CM",64,450000.0,1000.0,Right,1,3,2,Medium/ High,Normal,563000.0,63.0,RM,0,,64,60,58,61,52,62,60,68,55,59,73,70,61,64,67,73,71,76,64,63,64,61,58,62,60,58,0.0
9630,20,172.72,68.0,"RB,RM,LB",64,600000.0,2000.0,Right,1,3,2,High/ Medium,Lean,1000000.0,69.0,SUB,0,,60,48,59,60,40,65,57,40,58,62,82,77,91,58,80,56,74,82,62,51,53,37,46,60,60,62,1.0
9631,21,170.18,62.1,"CAM,CM",64,650000.0,3000.0,Right,1,4,3,Medium/ Medium,Lean,1100000.0,64.0,SUB,0,,42,53,43,66,46,66,54,42,62,66,71,69,77,49,89,57,85,60,34,47,23,66,54,41,39,49,0.0
9632,23,178.5,73.0,"LB,LWB,LM",64,525000.0,2000.0,Left,1,3,2,High/ Medium,Normal,1000000.0,63.0,LB,0,,59,35,58,60,34,61,50,36,55,61,76,76,71,64,69,43,62,72,63,34,57,51,41,57,64,62,0.0
9633,25,182.88,78.0,CM,64,575000.0,2000.0,Right,1,3,3,Medium/ High,Lean,1000000.0,66.0,CDM,0,,46,47,55,65,38,64,43,59,61,67,55,62,60,59,72,54,64,65,68,56,62,69,61,58,63,59,0.0
9634,32,190.5,83.9,ST,64,400000.0,2000.0,Right,1,3,2,Medium/ High,Normal,700000.0,66.0,SUB,0,,39,59,72,55,55,63,50,47,33,60,48,52,48,60,56,74,70,68,82,63,16,43,50,12,23,13,0.0
9635,26,170.18,60.8,"CAM,RM,LM,CM",64,550000.0,3000.0,Right,1,3,2,Medium/ Medium,Normal,839000.0,68.0,RES,0,,56,57,37,63,63,64,64,63,58,62,75,67,78,60,77,70,74,60,48,65,42,63,59,35,39,34,0.0
9636,24,178.5,72.1,ST,64,650000.0,5000.0,Right,1,3,2,High/ Low,Lean,1200000.0,67.0,LS,0,,35,67,64,57,56,62,42,37,34,60,76,74,70,52,69,62,88,69,65,55,16,52,68,16,11,11,0.0
9637,26,172.72,73.9,"LM,RM",64,525000.0,1000.0,Right,1,3,3,High/ Medium,Normal,801000.0,63.0,SUB,0,,54,60,42,57,57,70,48,36,41,68,85,83,79,61,80,66,47,53,61,61,49,54,58,40,50,55,0.0
9638,31,187.96,84.8,ST,64,400000.0,5000.0,Right,1,3,3,Medium/ Medium,Normal,580000.0,64.0,SUB,0,,45,63,71,53,64,57,60,68,41,56,53,54,65,54,65,70,73,84,89,62,18,57,61,23,31,28,1.0
9639,31,181.0,74.8,"CAM,CM",64,425000.0,4000.0,Right,1,3,2,Medium/ Medium,Normal,808000.0,71.0,SUB,0,,51,54,60,70,54,61,60,42,61,61,57,54,44,56,53,59,55,52,55,62,22,74,69,32,43,32,0.0
9640,30,185.42,82.1,CB,64,350000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,438000.0,64.0,SUB,0,,27,28,63,49,25,45,28,59,39,53,50,55,53,62,47,43,71,56,82,25,61,36,42,65,63,63,0.0
